cluster,TF,overlap,odds_ratio,pvalue,padj
0,ZEB2,6.0,inf,0.10834485239407438,
0,ZFP148,5.0,2.241637039431157,0.3998149166804603,
0,ZFP36,6.0,1.3449153569552745,0.5276306956997026,
0,ZNF148,5.0,0.5602577569489334,0.8891254258546597,
0,ZNF382,6.0,0.6723364712536867,0.832947556878123,
1,AATF,3.0,0.5513847562371252,0.8756806870159236,
1,ABL1,3.0,0.1574567570218749,0.9992898929973562,
1,AHR,17.0,1.562767175572519,0.2964474990055536,
1,APC,8.0,0.7351673089396772,0.8012082085298959,
1,APEX1,4.0,0.49008761555970953,0.910795428767925,
1,AR,10.0,1.8384401114206128,0.3346825302250052,
1,ARID3A,3.0,0.3675516899366751,0.9516097766514564,
1,ARNT,6.0,2.206020373125787,0.39929027326175104,
1,ARNTL,6.0,0.367479302582885,0.9786710351951378,
1,ASCL1,6.0,0.7351875166914654,0.7974568016103829,
1,ATF1,19.0,1.3972593327734941,0.3420530859991847,
1,ATF2,9.0,0.5512820512820513,0.9200492485477549,
1,ATF3,7.0,2.573788630293781,0.3219834821199833,
1,ATF4,6.0,0.5513334096371753,0.8979982520105425,
1,ATF5,6.0,1.1028957308000458,0.6312106466870537,
1,ATF6,9.0,0.6616071428571428,0.8523665855163455,
1,ATM,14.0,0.6431515475327253,0.8906610368995623,
1,BCL11B,7.0,1.2867607783288821,0.5480875692253891,
1,BCL3,10.0,0.7351470981035602,0.8072448101620724,
1,BCL6,13.0,1.194874828270493,0.5022300649916198,
1,BMI1,10.0,1.8384401114206128,0.3346825302250052,
1,BRCA1,6.0,1.1028957308000458,0.6312106466870537,
1,BTF3,5.0,0.6126328907879343,0.8585655190942176,
1,CDX1,4.0,0.36752756265974895,0.9630253384416323,
1,CDX2,9.0,1.654532967032967,0.39851499000173773,
1,CEBPA,16.0,0.7350864470821724,0.8286066831040642,
1,CEBPB,28.0,0.935701665168235,0.652072519084051,
1,CEBPD,14.0,1.7159612766985968,0.289982329231738,
1,CEBPE,7.0,inf,0.11172216608627254,
1,CEBPZ,5.0,1.8382801770181596,0.4899126877126052,
1,CIITA,16.0,0.4521260198524425,0.9888919909745694,
1,CITED2,6.0,0.44102094540460113,0.9520429630249176,
1,CLOCK,10.0,0.7351470981035602,0.8072448101620724,
1,CREB1,15.0,0.36726204106556753,0.9981105497918515,
1,CREB5,5.0,0.26244795186501274,0.9954451358999553,
1,CREBBP,28.0,1.0293787468020925,0.5526790053487349,
1,CREM,21.0,1.9307718735684838,0.1578848334979352,
1,CRX,10.0,3.677261800282367,0.16107095842876168,
1,CTCF,6.0,2.206020373125787,0.39929027326175104,
1,CTNNB1,40.0,0.773599966221854,0.8572057947268686,
1,CUX1,5.0,0.3675034335418892,0.9719045798874797,
1,DACH1,6.0,inf,0.152803324254198,
1,DDIT3,14.0,1.2868373850322483,0.4451734578620167,
1,DLX2,4.0,1.4705680387593942,0.5931923242685336,
1,DLX3,3.0,0.5513847562371252,0.8756806870159236,
1,DLX5,8.0,2.941584951734137,0.2573823143755816,
1,DMTF1,5.0,0.9190447123454906,0.7164687238397403,
1,DNMT1,20.0,0.6681542300124581,0.8977083758431931,
1,DNMT3A,6.0,2.206020373125787,0.39929027326175104,
1,E2F1,26.0,0.4546127259272996,0.9973336502566835,
1,E2F3,3.0,0.27563515678645,0.9822205375641049,
1,E2F4,6.0,0.5513334096371753,0.8979982520105425,
1,E2F6,5.0,0.9190447123454906,0.7164687238397403,
1,EBF1,6.0,2.206020373125787,0.39929027326175104,
1,EGR1,42.0,0.5711726626339807,0.99071592529148,
1,EGR2,3.0,0.11018539711604486,0.999976615681493,
1,EHMT2,5.0,1.8382801770181596,0.4899126877126052,
1,ELF1,3.0,0.1574567570218749,0.9992898929973562,
1,ELF3,8.0,2.941584951734137,0.2573823143755816,
1,ELK1,6.0,2.206020373125787,0.39929027326175104,
1,EOMES,2.0,0.18374976158687775,0.9934699776034891,
1,EP300,37.0,0.6796524064171123,0.9360406523002944,
1,EPAS1,9.0,0.8270947802197802,0.7444422928745895,
1,ERCC2,4.0,0.36752756265974895,0.9630253384416323,
1,ERG,4.0,0.36752756265974895,0.9630253384416323,
1,ESR1,14.0,0.42858960169955096,0.990010001951191,
1,ESR2,9.0,0.4133756868131868,0.9799762748250556,
1,ESRRA,3.0,0.27563515678645,0.9822205375641049,
1,ETS1,38.0,0.8729229535123573,0.7336977417351065,
1,ETS2,12.0,0.3673344781530242,0.9958112557392351,
1,ETV2,3.0,0.3675516899366751,0.9516097766514564,
1,ETV4,8.0,0.41996478854046865,0.9733504109335116,
1,ETV5,5.0,1.8382801770181596,0.4899126877126052,
1,EWSR1,7.0,1.2867607783288821,0.5480875692253891,
1,EZH2,9.0,0.8270947802197802,0.7444422928745895,
1,FLI1,10.0,1.8384401114206128,0.3346825302250052,
1,FOS,40.0,1.3373294390981674,0.24669496699670831,
1,FOSL1,4.0,0.49008761555970953,0.910795428767925,
1,FOSL2,10.0,0.7351470981035602,0.8072448101620724,
1,FOXA1,10.0,inf,0.043664878085679426,
1,FOXA2,30.0,1.225671770980512,0.37079408623215504,
1,FOXC1,4.0,0.36752756265974895,0.9630253384416323,
1,FOXC2,2.0,0.14698455082967768,0.9979697536192427,
1,FOXD3,3.0,0.22048523689631494,0.9937376570375884,
1,FOXF2,5.0,0.6126328907879343,0.8585655190942176,
1,FOXG1,5.0,0.6126328907879343,0.8585655190942176,
1,FOXM1,18.0,1.323668842322226,0.3873769392512375,
1,FOXO1,30.0,0.6889391682896093,0.9127705371815934,
