category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,62/2936,105/9521,1.7885341332760815e-9,5.6582716216370576e-8,4.7580142492894804e-8,MEP1B/SLC3A1/COL9A1/SLC36A3/CPB1/COL23A1/SLC6A19/COL9A2/COL9A3/SLC15A1/CPB2/COL17A1/KCNJ13/ATP1A3/COL6A5/ACE2/COL20A1/COL2A1/CELA2B/MEP1A/SLC8A2/COL26A1/CPA2/SLC7A7/PRSS1/ATP1A4/PRSS3/SLC7A9/PRSS2/PGA3/KCNN4/CELA2A/SLC9A3/KCNK5/CTRB1/COL15A1/SLC8A1/CELA3A/COL3A1/COL11A2/COL1A1/PGA5/COL1A2/CELA3B/SLC1A1/ATP1B3/COL22A1/ATP1A1/COL4A6/COL6A1/COL6A2/COL5A1/COL6A3/CTRB2/CPA1/COL14A1/PGA4/COL11A1/COL5A2/COL25A1/COL24A1/ELN,62
Metabolism,Lipid metabolism,hsa00140,Steroid hormone biosynthesis,43/2936,64/9521,2.1185248473468874e-9,6.143722057305973e-8,5.166227259319602e-8,SRD5A2/CYP3A4/CYP19A1/HSD17B6/UGT1A1/CYP17A1/AKR1C4/CYP3A7/UGT1A9/UGT2B15/AKR1D1/UGT2B10/SULT1E1/UGT2B4/UGT1A10/HSD17B2/UGT2B7/UGT1A6/UGT2A1/UGT2A3/CYP3A5/UGT1A7/CYP1A2/UGT1A4/CYP11B2/HSD3B2/CYP11B1/UGT2B11/HSD3B1/CYP7A1/CYP2E1/UGT1A8/UGT1A5/SULT2B1/HSD17B3/UGT2B28/UGT2B17/UGT1A3/CYP11A1/CYP1B1/CYP1A1/CYP21A2/CYP3A7-CYP3A51P,43
Organismal Systems,Digestive system,hsa04976,Bile secretion,55/2936,90/9521,2.561021850660937e-9,6.855658492538508e-8,5.764891291366319e-8,ABCB1/CYP3A4/ABCG8/AQP8/UGT1A1/ABCB11/ABCG5/PRKACG/SLCO1B1/SLC51A/SLC51B/NR1H4/SLC22A7/UGT1A9/ATP1A3/UGT2B15/UGT2B10/CFTR/SLC10A2/SLCO1A2/UGT2B4/UGT1A10/UGT2B7/UGT1A6/AQP9/SLC10A1/UGT2A1/LDLR/UGT2A3/UGT1A7/ABCC3/UGT1A4/SULT2A1/ATP1A4/SLC22A8/ABCG2/UGT2B11/AQP1/CYP7A1/UGT1A8/UGT1A5/SLCO1B3/SLC9A3/ADCY8/UGT2B28/UGT2B17/SCTR/UGT1A3/ATP1B3/ATP1A1/SLC5A1/SCT/NR0B2/SLCO1B3-SLCO1B7/SLC2A1,55
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,60/2936,102/9521,4.007603232623745e-9,9.961756606807595e-8,8.376794726837602e-8,FPR2/KRT28/ICAM1/KRT23/DSG1/KRT40/KRT39/KRT27/KRT16/KRT15/IL10/MASP2/KRT14/KRT25/FCGR1A/DEFA5/FPR1/MBL2/PLG/KRT24/KRT20/KRT33B/KRT34/KRT12/KRT36/FCAR/KRT38/KRT9/KRT26/KRT13/CAMP/FGG/KRT32/KRT33A/KRT37/HLA-DQB2/KRT18/KRT17/C5/KRT35/FCGR3B/DEFA6/DEFA3/HLA-DQA2/CFD/DEFA4/DEFB4B/ITGAL/C5AR1/CFI/HLA-DOB/CFB/FCGR2A/SELP/HLA-DMB/DEFB4A/FCGR3A/C1QC/KRT19/DEFB1,60
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,45/2936,71/9521,1.438721487627822e-8,3.3378338512965466e-7,2.806768937266909e-7,CYP3A4/CYP3A43/GSTA1/CYP2C19/GSTO2/CYP2C18/UGT1A1/GSTT4/CYP2C9/CYP2C8/CYP2A7/CYP2A13/GSTA5/CYP3A7/UGT1A9/UGT2B15/UGT2B10/NAT1/CYP2A6/NAT2/UGT2B4/UGT1A10/UGT2B7/UGT1A6/UGT2A1/GSTA2/UGT2A3/GSTA3/CYP3A5/UGT1A7/CYP1A2/UGT1A4/SULT2A1/UGT2B11/CYP2E1/UGT1A8/UGT1A5/PTGS2/UGT2B28/UGT2B17/UGT1A3/CYP1B1/CBR1/CYP1A1/CYP3A7-CYP3A51P,45
Human Diseases,Endocrine and metabolic disease,hsa04950,Maturity onset diabetes of the young,22/2936,26/9521,2.032024067758935e-8,4.4196523473756834e-7,3.7164650712959467e-7,GCK/PAX6/HNF1B/HNF4G/FOXA3/RFX6/HNF4A/IAPP/ONECUT1/NKX6-1/PDX1/HNF1A/PKLR/SLC2A2/NEUROD1/FOXA2/NKX2-2/MNX1/PAX4/BHLHA15/NR5A2/NEUROG3,22
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,48/2936,79/9521,3.431644302107957e-8,6.789287678404624e-7,5.709080382929479e-7,CYP3A4/GSTA1/GSTO2/UGT1A1/GSTT4/CYP2C9/ADH7/CYP2A7/CYP2A13/ALDH3B2/GSTA5/UGT1A9/UGT2B15/UGT2B10/CYP2D6/CYP2A6/UGT2B4/CYP2F1/UGT1A10/ADH4/UGT2B7/UGT1A6/CYP2B6/UGT2A1/ADH6/GSTA2/UGT2A3/GSTA3/CYP3A5/UGT1A7/CYP1A2/UGT1A4/SULT2A1/ADH1A/UGT2B11/CYP2E1/UGT1A8/UGT1A5/UGT2B28/UGT2B17/DHDH/UGT1A3/CYP1B1/CBR1/CYP2S1/CYP1A1/AKR7A3/ALDH3A1,48
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,52/2936,88/9521,3.511700523312737e-8,6.789287678404624e-7,5.709080382929479e-7,CFHR5/C4BPA/THBD/F5/CR1L/CR2/C9/F11/F13B/CFHR2/C4BPB/F2/CPB2/FGA/F12/MASP2/C8B/CR1/FGB/SERPIND1/KNG1/CFHR4/MBL2/PLG/SERPINB2/CFHR3/C8A/PROC/CFHR1/FGG/SERPINE1/PLAUR/SERPINA1/F7/C5/SERPINC1/F9/BDKRB1/CFD/VTN/PLAU/C5AR1/CFI/CFB/ITGAX/SERPINF2/F2RL2/F2RL3/CLU/C1QC/SERPINA5/C6,52
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,51/2936,89/9521,1.8799936875920468e-7,3.443356859379117e-6,2.8955027432165596e-6,HMMR/SV2C/LAMB4/SV2B/COL9A1/LAMC2/DSPP/LAMA1/COL9A2/COL9A3/DMP1/TNN/COL6A5/COL2A1/LAMC3/LAMB2/MEPE/SV2A/ITGA2B/IBSP/GP5/ITGB7/GP1BA/TNXB/TNR/COL1A1/HSPG2/COL1A2/SDC4/GP6/VTN/COL4A6/LAMB3/ITGB6/TNC/ITGA11/COL6A1/ITGA4/COL6A2/THBS3/COL6A3/RELN/GP9/ITGB8/THBS1/CHAD/FN1/ITGA10/ITGA2/SDC1/THBS4,51
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,83/2936,168/9521,3.067718962371955e-7,5.337830994527201e-6,4.488557218628439e-6,LIF/IL5RA/IL12RB1/GFAP/STAT4/IL2/IFNG/MYC/IL23R/MPL/IL19/IL12A/IL7/IFNA17/IL22RA1/IL10/IL3/CSF3/IL13/IFNA14/IL20RB/IL24/IL6/IL5/IL12B/IL22/IFNA6/IFNA2/IFNA4/IL21/IL11/GH2/IL23A/IL27/IL20/IL26/IFNA5/IFNA13/IFNA16/IFNK/IFNA8/IL13RA2/CLCF1/IL31/EPO/CSF3R/IFNA21/IFNA7/IL22RA2/IFNE/SOCS3/IL9/OSM/SOCS1/IFNW1/PRLR/JAK3/CSF2/CSHL1/IL4/IFNB1/IL31RA/CSH1/IFNL2/IL2RA/OSMR/CSH2/IL4R/SOCS2/IFNA10/IFNA1/PIM1/PIK3CD/CSF2RB/IFNL1/CDKN1A/CNTFR/PRL/IL7R/GH1/IFNL3/IL21R/CISH,83
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,55/2936,100/9521,4.0448014600386176e-7,6.702813848063996e-6,5.636364941808199e-6,IL5RA/CD1D/FLT3/CR1L/IL1R2/CR2/GYPA/CD8B2/CD1A/IL7/TNF/CD1E/DNTT/IL3/CD8B/CSF3/CR1/CD7/FCGR1A/IL1B/MS4A1/IL6/IL5/CD1C/CD19/CD1B/IL11/ITGA2B/CD22/CD3G/IL1A/EPO/CSF3R/GP5/GP1BA/CD3D/HLA-DQB2/CSF2/IL4/FLT3LG/IL2RA/HLA-DQA2/IL4R/CD3E/CD5/HLA-DOB/CD33/ITGA4/CD8A/GP9/HLA-DMB/CD37/FCER2/IL7R/ITGA2,55
