miRNA,TargetGene,miRNA_regulation,RNA_regulation
hsa-miR-378a-3p,SLC25A2,up,up
hsa-miR-378a-3p,ALDOB,up,up
hsa-miR-941,ATAD2,up,up
hsa-miR-941,CDC20,up,up
hsa-miR-941,CKS1B,up,up
hsa-miR-224-5p,KLK10,up,up
hsa-miR-296-5p,IKBKE,up,up
hsa-miR-296-5p,WNK4,up,up
hsa-let-7i-5p,IL13,up,up
hsa-let-7i-5p,CDC25A,up,up
hsa-miR-196b-5p,CACNB3,up,up
hsa-miR-196b-5p,CD8A,up,up
hsa-miR-196b-5p,HTR1D,up,up
hsa-miR-196b-5p,LHX2,up,up
hsa-miR-196b-5p,SLC6A15,up,up
hsa-miR-196b-5p,BUB1,up,up
hsa-miR-196b-5p,HOXB8,up,up
hsa-miR-196b-5p,AJUBA,up,up
hsa-miR-3615,AIPL1,up,up
hsa-miR-140-3p,UBE2C,up,up
hsa-miR-30c-2-3p,CHMP4C,up,up
hsa-miR-221-5p,SGSM1,up,up
hsa-miR-374b-5p,GALNT7,up,up
hsa-miR-374b-5p,NRXN3,up,up
hsa-miR-374b-5p,CA13,up,up
hsa-miR-125b-2-3p,SYT2,up,up
hsa-miR-935,PKM,up,down
hsa-miR-935,NFKBIE,up,up
hsa-miR-935,NOP2,up,up
hsa-miR-210-3p,ABCB9,up,up
hsa-miR-210-3p,NPTX1,up,up
hsa-miR-210-3p,ESPL1,up,up
hsa-miR-210-3p,AIFM3,up,up
hsa-miR-210-3p,EFNA3,up,up
hsa-miR-210-3p,HOXA1,up,up
hsa-miR-574-3p,IGLON5,up,up
hsa-miR-342-5p,CCNE1,up,up
hsa-miR-342-5p,ROBO2,up,up
hsa-miR-30c-1-3p,SLC39A8,up,up
hsa-miR-454-5p,IL5,up,up
hsa-miR-454-5p,CEP152,up,up
hsa-miR-1307-3p,SHANK2,up,up
hsa-miR-204-5p,IL1RAP,up,up
hsa-miR-204-5p,BEX2,up,up
hsa-miR-204-5p,SPDEF,up,up
hsa-miR-204-5p,SOST,up,up
hsa-miR-204-5p,ELOVL6,up,up
hsa-miR-204-5p,CDX2,up,up
hsa-miR-204-5p,ALPL,up,up
hsa-miR-204-5p,WNK3,up,up
hsa-miR-204-5p,IL11,up,up
hsa-miR-204-5p,CDH2,up,up
hsa-miR-125a-3p,IGF2BP2,up,up
hsa-miR-15b-3p,RND2,up,up
hsa-miR-30e-3p,PPP2R2B,up,up
hsa-miR-24-1-5p,SLITRK1,up,up
