sample_id,Alkaliptosis,Anoikis,Apoptosis,Autophagy,Cuproptosis,Disulfidptosis,Entosis,Ferroptosis,Lysosome_dependent_cell_death,Necroptosis,NETosis,Oxeiptosis,Parthanatos,Pyroptosis,adjusted_two_block_K4,geo_accession,title,subgroup
AB_74,-0.34457060815607615,-0.2887858859413938,0.4269955545084983,0.12903500694939404,1.6472447309450284,-1.0456738368529273,-0.5502077036300287,0.5843111580200643,-0.3343042396837777,-0.709751956082433,-0.9211181724643035,-0.8716918623898456,1.1438382407636631,-1.1925120698648464,C1,GSM8059560,"AB_74, Colorectal",Colorectal
AB_75,-0.542647427033885,0.07676153738458617,-0.3031853360356463,-0.29938713192703226,0.527044933255829,0.17417500459149257,-1.034738797871053,-0.17071523901700725,1.2328799322094839,-0.7258395840770163,-0.08926138069478141,0.3918350073176446,0.37302847292076247,-1.1035589225685956,C4,GSM8059561,"AB_75, Pancreas",Pancreas
AB_76,-0.6055935497791083,-0.8232573845830723,0.8115849258768004,0.5479919402248989,0.5124585458308085,-1.4549156211124836,0.3251437366395771,-0.5397402897673834,-1.3618456296794381,0.22030081530258752,-0.6901965759139161,-0.7279978497327957,-1.298456119614787,0.10525148015030696,C4,GSM8059562,"AB_76, Colorectal",Colorectal
AB_77,-2.1043938045387702,-0.31561106997910393,-0.8123099718983995,-0.7063383697203556,1.3740168794368912,-0.19517503929124752,-0.4244849767059792,0.2834950021112799,0.3060623766316105,-0.9410755639126274,0.5444558908083853,1.127897497964479,0.06493444985883766,0.4112883226551141,C1,GSM8059563,"AB_77, Colorectal",Colorectal
AB_78,-1.7573639910990322,-1.7298743421126206,0.5338894866582738,0.00975731162472554,0.6836177395209048,-0.938433255451972,-0.8353093313557174,-0.6157547802143994,0.36364520705051956,0.5384295917400757,-0.9837605565790288,-0.12248955413139709,0.8851880607433706,-1.3648165192628512,C1,GSM8059564,"AB_78, Pancreas",Pancreas
AB_79,-0.5979425508217996,1.7681547278771217,-0.17493201222798552,0.759112717780415,0.2841246089455347,0.21778089100070475,-0.044198472926117116,-0.6595157790664204,0.49911588445886795,-1.326199088597585,-0.43083259331832735,1.0656423295074129,0.5775432854537474,-0.43343517036611545,C4,GSM8059565,"AB_79, Pancreas",Pancreas
AB_80,-1.0213056889396266,-0.7208307514672643,1.63115802891436,-0.5379902136384117,0.8443289428391809,-0.6320412912648325,-0.3557281590141207,0.46772895782066753,-0.79571981423703,0.606229857887067,1.0061963738030426,-0.46621791996813755,-0.08427052340362255,-0.1782868445757588,C1,GSM8059566,"AB_80, Colorectal",Colorectal
AB_81,-0.24791746234325032,-1.2020582721287119,1.193982784822275,-0.15821973693060723,0.7105562675010155,-1.4182496171149659,-1.167039902861662,-0.4228034563739678,-0.5039144055783782,-0.1362526347496726,0.2892423967694501,-0.6520197905228268,0.3974206560634458,-0.584967704102323,C1,GSM8059567,"AB_81, Colorectal",Colorectal
AB_82,2.4307838952216607,0.906433174455249,1.4891300370762528,-0.2182542807971319,-0.6935583773987201,-1.1342187648314508,1.7363066791505894,0.6990739176127266,0.4257380064420703,1.7354030121847432,1.3386204945024929,1.294907500411215,-1.348797725588804,2.6598283178222673,C3,GSM8059568,"AB_82, Pancreas",Pancreas
AB_83,-1.1294859813020943,0.25339937827734466,-0.344016605907781,-1.4508660777490905,0.6020137331558921,0.1528802293683263,0.003713015689128572,0.8303120571523921,0.2817897602049402,-0.8002216311826532,1.6141629469776027,-0.6490597533523482,0.3476742511786047,0.549592937554755,C2,GSM8059569,"AB_83, Colorectal",Colorectal
AB_84,-0.5149190102176217,0.2270146801917473,1.3377534259736166,1.4307418851162568,-0.574709868556604,1.73724487340976,-0.03222072081899516,0.14615516394950118,1.1587864056702453,-0.03901590167638336,-0.9200773270722584,1.022763841068037,-0.8307013750153786,0.11787943812135313,C4,GSM8059570,"AB_84, Pancreas",Pancreas
